"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Mother's Education"	"Mother's Education Code"	Births
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Excluded"	"Exc"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Not Reported"	"NR"	0
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"			718434
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"8th grade or less"	"1"	24685
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"9th through 12th grade with no diploma"	"2"	54463
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"High school graduate or GED completed"	"3"	203990
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Some college credit, but not a degree"	"4"	123743
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Associate degree (AA, AS)"	"5"	65585
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Bachelor's degree (BA, AB, BS)"	"6"	156359
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	74050
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	22041
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Unknown or Not Stated"	"Unk"	5261
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Excluded"	"Exc"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Not Reported"	"NR"	0
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"			730177
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"8th grade or less"	"1"	24421
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"9th through 12th grade with no diploma"	"2"	53595
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"High school graduate or GED completed"	"3"	203864
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Some college credit, but not a degree"	"4"	115429
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Associate degree (AA, AS)"	"5"	62297
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Bachelor's degree (BA, AB, BS)"	"6"	157693
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	73026
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	21719
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Unknown or Not Stated"	"Unk"	5469
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Excluded"	"Exc"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Not Reported"	"NR"	0
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"			717513
"Total"	"Division 5: South Atlantic"	"CENS-D5"					12665280
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"8th grade or less"	"1"	6606
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"9th through 12th grade with no diploma"	"2"	25332
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"High school graduate or GED completed"	"3"	42074
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Some college credit, but not a degree"	"4"	32047
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Associate degree (AA, AS)"	"5"	8826
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Bachelor's degree (BA, AB, BS)"	"6"	19987
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	7672
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	2061
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Unknown or Not Stated"	"Unk"	1474
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Excluded"	"Exc"	111295
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"			257374
	"Division 6: East South Central"	"CENS-D6"	"2008"	"2008"	"8th grade or less"	"1"	6213
	"Division 6: East South Central"	"CENS-D6"	"2008"	"2008"	"9th through 12th grade with no diploma"	"2"	24300
	"Division 6: East South Central"	"CENS-D6"	"2008"	"2008"	"High school graduate or GED completed"	"3"	41516
	"Division 6: East South Central"	"CENS-D6"	"2008"	"2008"	"Some college credit, but not a degree"	"4"	31408
	"Division 6: East South Central"	"CENS-D6"	"2008"	"2008"	"Associate degree (AA, AS)"	"5"	9019
	"Division 6: East South Central"	"CENS-D6"	"2008"	"2008"	"Bachelor's degree (BA, AB, BS)"	"6"	20152
	"Division 6: East South Central"	"CENS-D6"	"2008"	"2008"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	7834
	"Division 6: East South Central"	"CENS-D6"	"2008"	"2008"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	2070
	"Division 6: East South Central"	"CENS-D6"	"2008"	"2008"	"Unknown or Not Stated"	"Unk"	1423
	"Division 6: East South Central"	"CENS-D6"	"2008"	"2008"	"Excluded"	"Exc"	109493
	"Division 6: East South Central"	"CENS-D6"	"2008"	"2008"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2008"	"2008"			253428
	"Division 6: East South Central"	"CENS-D6"	"2009"	"2009"	"8th grade or less"	"1"	5720
	"Division 6: East South Central"	"CENS-D6"	"2009"	"2009"	"9th through 12th grade with no diploma"	"2"	22709
	"Division 6: East South Central"	"CENS-D6"	"2009"	"2009"	"High school graduate or GED completed"	"3"	39411
	"Division 6: East South Central"	"CENS-D6"	"2009"	"2009"	"Some college credit, but not a degree"	"4"	31321
	"Division 6: East South Central"	"CENS-D6"	"2009"	"2009"	"Associate degree (AA, AS)"	"5"	8994
	"Division 6: East South Central"	"CENS-D6"	"2009"	"2009"	"Bachelor's degree (BA, AB, BS)"	"6"	20023
	"Division 6: East South Central"	"CENS-D6"	"2009"	"2009"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	8114
	"Division 6: East South Central"	"CENS-D6"	"2009"	"2009"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	2151
	"Division 6: East South Central"	"CENS-D6"	"2009"	"2009"	"Unknown or Not Stated"	"Unk"	1319
	"Division 6: East South Central"	"CENS-D6"	"2009"	"2009"	"Excluded"	"Exc"	105376
	"Division 6: East South Central"	"CENS-D6"	"2009"	"2009"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2009"	"2009"			245138
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"8th grade or less"	"1"	5377
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"9th through 12th grade with no diploma"	"2"	20707
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"High school graduate or GED completed"	"3"	37510
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Some college credit, but not a degree"	"4"	30926
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Associate degree (AA, AS)"	"5"	9181
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Bachelor's degree (BA, AB, BS)"	"6"	19704
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	8325
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	2285
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Unknown or Not Stated"	"Unk"	1264
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Excluded"	"Exc"	100086
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"			235365
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"8th grade or less"	"1"	5066
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"9th through 12th grade with no diploma"	"2"	18985
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"High school graduate or GED completed"	"3"	37144
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Some college credit, but not a degree"	"4"	31756
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Associate degree (AA, AS)"	"5"	9357
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Bachelor's degree (BA, AB, BS)"	"6"	20336
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	8740
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	2404
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Unknown or Not Stated"	"Unk"	1170
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Excluded"	"Exc"	99214
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"			234172
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"8th grade or less"	"1"	4883
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"9th through 12th grade with no diploma"	"2"	17783
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"High school graduate or GED completed"	"3"	37696
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Some college credit, but not a degree"	"4"	32419
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Associate degree (AA, AS)"	"5"	9735
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Bachelor's degree (BA, AB, BS)"	"6"	20806
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	9107
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	2513
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Unknown or Not Stated"	"Unk"	1187
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Excluded"	"Exc"	97117
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"			233246
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"8th grade or less"	"1"	5517
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"9th through 12th grade with no diploma"	"2"	21949
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"High school graduate or GED completed"	"3"	48883
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Some college credit, but not a degree"	"4"	41770
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Associate degree (AA, AS)"	"5"	14397
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Bachelor's degree (BA, AB, BS)"	"6"	25857
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	11525
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	3046
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Unknown or Not Stated"	"Unk"	1368
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Excluded"	"Exc"	58167
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"			232479
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"8th grade or less"	"1"	7421
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"9th through 12th grade with no diploma"	"2"	28664
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"High school graduate or GED completed"	"3"	68028
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Some college credit, but not a degree"	"4"	55514
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Associate degree (AA, AS)"	"5"	19693
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Bachelor's degree (BA, AB, BS)"	"6"	36124
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	15363
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	4353
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Unknown or Not Stated"	"Unk"	770
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Excluded"	"Exc"	0
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"			235930
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"8th grade or less"	"1"	7613
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"9th through 12th grade with no diploma"	"2"	27347
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"High school graduate or GED completed"	"3"	67564
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Some college credit, but not a degree"	"4"	55523
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Associate degree (AA, AS)"	"5"	20171
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Bachelor's degree (BA, AB, BS)"	"6"	36213
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	15934
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	4538
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Unknown or Not Stated"	"Unk"	804
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Excluded"	"Exc"	0
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"			235707
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"8th grade or less"	"1"	7654
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"9th through 12th grade with no diploma"	"2"	25762
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"High school graduate or GED completed"	"3"	66830
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Some college credit, but not a degree"	"4"	54582
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Associate degree (AA, AS)"	"5"	20029
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Bachelor's degree (BA, AB, BS)"	"6"	36708
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	16209
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	4590
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Unknown or Not Stated"	"Unk"	971
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Excluded"	"Exc"	0
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"			233335
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"8th grade or less"	"1"	7308
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"9th through 12th grade with no diploma"	"2"	24467
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"High school graduate or GED completed"	"3"	67481
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Some college credit, but not a degree"	"4"	53600
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Associate degree (AA, AS)"	"5"	20545
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Bachelor's degree (BA, AB, BS)"	"6"	36760
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	16157
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	4746
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Unknown or Not Stated"	"Unk"	1002
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Excluded"	"Exc"	0
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"			232066
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"8th grade or less"	"1"	7057
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"9th through 12th grade with no diploma"	"2"	22912
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"High school graduate or GED completed"	"3"	67867
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Some college credit, but not a degree"	"4"	52283
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Associate degree (AA, AS)"	"5"	20622
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Bachelor's degree (BA, AB, BS)"	"6"	36479
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	16422
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	4708
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Unknown or Not Stated"	"Unk"	1084
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Excluded"	"Exc"	0
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"			229434
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"8th grade or less"	"1"	7861
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"9th through 12th grade with no diploma"	"2"	21961
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"High school graduate or GED completed"	"3"	68255
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Some college credit, but not a degree"	"4"	51319
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Associate degree (AA, AS)"	"5"	20833
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Bachelor's degree (BA, AB, BS)"	"6"	36775
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	16230
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	4570
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Unknown or Not Stated"	"Unk"	966
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Excluded"	"Exc"	0
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"			228770
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"8th grade or less"	"1"	8052
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"9th through 12th grade with no diploma"	"2"	20950
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"High school graduate or GED completed"	"3"	68590
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Some college credit, but not a degree"	"4"	47335
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Associate degree (AA, AS)"	"5"	20194
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Bachelor's degree (BA, AB, BS)"	"6"	36398
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	16645
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	4639
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Unknown or Not Stated"	"Unk"	674
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Excluded"	"Exc"	0
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"			223477
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"8th grade or less"	"1"	8379
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"9th through 12th grade with no diploma"	"2"	20006
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"High school graduate or GED completed"	"3"	68809
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Some college credit, but not a degree"	"4"	46317
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Associate degree (AA, AS)"	"5"	20797
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Bachelor's degree (BA, AB, BS)"	"6"	39165
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	17769
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	5178
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Unknown or Not Stated"	"Unk"	721
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Excluded"	"Exc"	0
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"			227141
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"8th grade or less"	"1"	9121
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"9th through 12th grade with no diploma"	"2"	19372
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"High school graduate or GED completed"	"3"	69238
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Some college credit, but not a degree"	"4"	44303
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Associate degree (AA, AS)"	"5"	21209
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Bachelor's degree (BA, AB, BS)"	"6"	40012
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	18027
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	5298
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Unknown or Not Stated"	"Unk"	824
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Excluded"	"Exc"	0
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"			227404
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"8th grade or less"	"1"	9611
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"9th through 12th grade with no diploma"	"2"	19329
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"High school graduate or GED completed"	"3"	70420
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Some college credit, but not a degree"	"4"	42689
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Associate degree (AA, AS)"	"5"	20807
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Bachelor's degree (BA, AB, BS)"	"6"	39972
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	18234
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	5302
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Unknown or Not Stated"	"Unk"	958
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Excluded"	"Exc"	0
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"			227322
"Total"	"Division 6: East South Central"	"CENS-D6"					3991788
	"Division 7: West South Central"	"CENS-D7"	"2007"	"2007"	"8th grade or less"	"1"	31650
	"Division 7: West South Central"	"CENS-D7"	"2007"	"2007"	"9th through 12th grade with no diploma"	"2"	85508
	"Division 7: West South Central"	"CENS-D7"	"2007"	"2007"	"High school graduate or GED completed"	"3"	112301
	"Division 7: West South Central"	"CENS-D7"	"2007"	"2007"	"Some college credit, but not a degree"	"4"	82104
	"Division 7: West South Central"	"CENS-D7"	"2007"	"2007"	"Associate degree (AA, AS)"	"5"	17403
	"Division 7: West South Central"	"CENS-D7"	"2007"	"2007"	"Bachelor's degree (BA, AB, BS)"	"6"	56928
	"Division 7: West South Central"	"CENS-D7"	"2007"	"2007"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	15710
	"Division 7: West South Central"	"CENS-D7"	"2007"	"2007"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	4768
	"Division 7: West South Central"	"CENS-D7"	"2007"	"2007"	"Unknown or Not Stated"	"Unk"	1253
	"Division 7: West South Central"	"CENS-D7"	"2007"	"2007"	"Excluded"	"Exc"	162744
	"Division 7: West South Central"	"CENS-D7"	"2007"	"2007"	"Not Reported"	"NR"	0
"Total"	"Division 7: West South Central"	"CENS-D7"	"2007"	"2007"			570369
	"Division 7: West South Central"	"CENS-D7"	"2008"	"2008"	"8th grade or less"	"1"	29795
	"Division 7: West South Central"	"CENS-D7"	"2008"	"2008"	"9th through 12th grade with no diploma"	"2"	81863
	"Division 7: West South Central"	"CENS-D7"	"2008"	"2008"	"High school graduate or GED completed"	"3"	112309
	"Division 7: West South Central"	"CENS-D7"	"2008"	"2008"	"Some college credit, but not a degree"	"4"	83285
	"Division 7: West South Central"	"CENS-D7"	"2008"	"2008"	"Associate degree (AA, AS)"	"5"	18058
	"Division 7: West South Central"	"CENS-D7"	"2008"	"2008"	"Bachelor's degree (BA, AB, BS)"	"6"	57438
	"Division 7: West South Central"	"CENS-D7"	"2008"	"2008"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	16862
	"Division 7: West South Central"	"CENS-D7"	"2008"	"2008"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	4886
