"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Mother's Single Race"	"Mother's Single Race Code"	Births
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Not Available"	"NA"	0
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Not Reported"	"NR"	0
"Total"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"			282549
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"American Indian or Alaska Native"	"1002-5"	9491
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"Asian"	"A"	10595
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"Black or African American"	"2054-5"	15089
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	1682
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"White"	"2106-3"	234744
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"More than one race"	"M"	9519
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"Unknown or Not Stated"	"UNK"	0
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"Not Available"	"NA"	0
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"Not Reported"	"NR"	0
"Total"	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"			281120
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"American Indian or Alaska Native"	"1002-5"	9249
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"Asian"	"A"	10587
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"Black or African American"	"2054-5"	14875
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	1690
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"White"	"2106-3"	231068
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"More than one race"	"M"	9350
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"Unknown or Not Stated"	"UNK"	0
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"Not Available"	"NA"	0
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"Not Reported"	"NR"	0
"Total"	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"			276819
"Total"	"Division 8: Mountain"	"CENS-D8"					4143139
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Asian"	"A"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Black or African American"	"2054-5"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"White"	"2106-3"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"More than one race"	"M"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Unknown or Not Stated"	"UNK"	0
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Not Available"	"NA"	672736
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"			672736
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"Asian"	"A"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"Black or African American"	"2054-5"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"White"	"2106-3"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"More than one race"	"M"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"Unknown or Not Stated"	"UNK"	0
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"Not Available"	"NA"	664663
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"			664663
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"Asian"	"A"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"Black or African American"	"2054-5"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"White"	"2106-3"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"More than one race"	"M"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"Unknown or Not Stated"	"UNK"	0
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"Not Available"	"NA"	666452
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"			666452
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"Asian"	"A"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"Black or African American"	"2054-5"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"White"	"2106-3"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"More than one race"	"M"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"Unknown or Not Stated"	"UNK"	0
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"Not Available"	"NA"	656870
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"			656870
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"Asian"	"A"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"Black or African American"	"2054-5"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"White"	"2106-3"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"More than one race"	"M"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"Unknown or Not Stated"	"UNK"	0
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"Not Available"	"NA"	666962
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"			666962
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"Asian"	"A"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"Black or African American"	"2054-5"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"White"	"2106-3"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"More than one race"	"M"	Missing Race
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"Unknown or Not Stated"	"UNK"	0
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"Not Available"	"NA"	656095
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"			656095
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	7016
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Asian"	"A"	96447
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Black or African American"	"2054-5"	33141
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	5900
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"White"	"2106-3"	480847
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"More than one race"	"M"	30784
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Unknown or Not Stated"	"UNK"	0
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Not Available"	"NA"	0
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"			654135
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	6547
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Asian"	"A"	95071
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Black or African American"	"2054-5"	32922
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	5781
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"White"	"2106-3"	460156
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"More than one race"	"M"	30336
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Unknown or Not Stated"	"UNK"	0
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Not Available"	"NA"	0
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"			630813
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	6611
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Asian"	"A"	90521
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Black or African American"	"2054-5"	31408
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	5690
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"White"	"2106-3"	445671
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"More than one race"	"M"	30350
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Unknown or Not Stated"	"UNK"	0
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Not Available"	"NA"	0
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"			610251
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	6664
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Asian"	"A"	91219
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Black or African American"	"2054-5"	32440
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	5856
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"White"	"2106-3"	434801
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"More than one race"	"M"	28871
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Unknown or Not Stated"	"UNK"	0
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Not Available"	"NA"	0
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"			599851
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"American Indian or Alaska Native"	"1002-5"	6434
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Asian"	"A"	80425
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Black or African American"	"2054-5"	31890
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	5599
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"White"	"2106-3"	416170
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"More than one race"	"M"	27901
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Unknown or Not Stated"	"UNK"	0
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Not Available"	"NA"	0
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"			568419
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"American Indian or Alaska Native"	"1002-5"	6364
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Asian"	"A"	78144
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Black or African American"	"2054-5"	31730
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	5493
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"White"	"2106-3"	420068
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"More than one race"	"M"	28621
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Unknown or Not Stated"	"UNK"	0
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Not Available"	"NA"	0
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"			570420
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"American Indian or Alaska Native"	"1002-5"	7088
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Asian"	"A"	79517
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Black or African American"	"2054-5"	30814
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	5778
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"White"	"2106-3"	414796
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"More than one race"	"M"	28831
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Unknown or Not Stated"	"UNK"	0
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Not Available"	"NA"	0
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"			566824
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"American Indian or Alaska Native"	"1002-5"	6744
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Asian"	"A"	77384
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Black or African American"	"2054-5"	28590
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	5575
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"White"	"2106-3"	396707
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"More than one race"	"M"	28161
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Unknown or Not Stated"	"UNK"	0
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Not Available"	"NA"	0
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Not Reported"	"NR"	0
"Total"	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"			543161
"Total"	"Division 9: Pacific"	"CENS-D9"					8727652
"Total"							53686912
"---"
"Dataset: Natality, 2007-2023"
"Query Parameters:"
"Year: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019; 2020; 2021; 2022; 2023"
"Group By: Census Division; Year; Mother's Single Race"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"Population Option: No populations shown because rates were not selected."
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality.html for more information."
"---"
"Query Date: Mar 20, 2025 5:11:37 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2007-2023, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-current.html on Mar 20, 2025 5:11:37 PM"
"---"
Caveats:
"1. 'Missing Race' appears when Single Race categories are not available for births before year 2016. Maternal race data for"
"years before 2016 are recoded to the Single Race category ""Not Available"". More information:"
"http://wonder.cdc.gov/wonder/help/natality.html#About-Single-Race."
"2. Each birth record represents one liveborn infant."
"3. Single Race categories are not available for births before year 2016. Maternal single race data for years before 2016 are"
"recoded to the Single Race category ""Not Available"". More information:"
"http://wonder.cdc.gov/wonder/help/natality.html#About-Single-Race."
