"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	Births
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"3rd month"	"03"	151356
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"4th month"	"04"	56975
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"5th month"	"05"	29387
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"6th month"	"06"	18250
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"7th month"	"07"	14639
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"8th month"	"08"	11382
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"9th month"	"09"	4979
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"10th month"	"10"	87
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"Unknown or Not Stated"	"99"	9382
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"Not Reported"	"98"	0
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"No prenatal care"	"00"	16117
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"1st month"	"01"	35252
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"2nd month"	"02"	179075
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"3rd month"	"03"	148757
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"4th month"	"04"	55498
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"5th month"	"05"	29575
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"6th month"	"06"	18290
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"7th month"	"07"	14226
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"8th month"	"08"	10703
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"9th month"	"09"	5334
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"10th month"	"10"	89
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"Unknown or Not Stated"	"99"	9331
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"Not Reported"	"98"	0
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"No prenatal care"	"00"	17433
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"1st month"	"01"	32197
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"2nd month"	"02"	173324
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"3rd month"	"03"	147377
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"4th month"	"04"	53724
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"5th month"	"05"	28004
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"6th month"	"06"	16855
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"7th month"	"07"	13372
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"8th month"	"08"	9670
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"9th month"	"09"	5525
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"10th month"	"10"	95
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Unknown or Not Stated"	"99"	10816
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Not Reported"	"98"	0
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"No prenatal care"	"00"	18309
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"1st month"	"01"	33457
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"2nd month"	"02"	177989
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"3rd month"	"03"	150716
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"4th month"	"04"	51620
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"5th month"	"05"	25649
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"6th month"	"06"	15890
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"7th month"	"07"	13189
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"8th month"	"08"	9917
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"9th month"	"09"	5169
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"10th month"	"10"	88
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Unknown or Not Stated"	"99"	13413
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Not Reported"	"98"	0
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"No prenatal care"	"00"	19136
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"1st month"	"01"	31462
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"2nd month"	"02"	174094
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"3rd month"	"03"	153753
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"4th month"	"04"	55848
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"5th month"	"05"	28396
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"6th month"	"06"	17568
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"7th month"	"07"	15320
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"8th month"	"08"	11067
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"9th month"	"09"	5333
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"10th month"	"10"	82
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"Unknown or Not Stated"	"99"	17964
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"Not Reported"	"98"	0
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"No prenatal care"	"00"	18422
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"1st month"	"01"	28798
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"2nd month"	"02"	168528
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"3rd month"	"03"	157609
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"4th month"	"04"	59069
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"5th month"	"05"	29423
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"6th month"	"06"	18047
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"7th month"	"07"	15363
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"8th month"	"08"	11872
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"9th month"	"09"	5166
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"10th month"	"10"	125
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"Unknown or Not Stated"	"99"	13623
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"Not Reported"	"98"	0
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"No prenatal care"	"00"	4650
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"1st month"	"01"	8863
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"2nd month"	"02"	66362
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"3rd month"	"03"	81524
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"4th month"	"04"	26107
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"5th month"	"05"	12113
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"6th month"	"06"	7214
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"7th month"	"07"	4839
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"8th month"	"08"	3498
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"9th month"	"09"	1762
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"10th month"	"10"	225
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"Unknown or Not Stated"	"99"	8054
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"Not Reported"	"98"	87477
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"No prenatal care"	"00"	4249
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"1st month"	"01"	8082
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"2nd month"	"02"	66945
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"3rd month"	"03"	80701
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"4th month"	"04"	25339
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"5th month"	"05"	11637
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"6th month"	"06"	7007
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"7th month"	"07"	4583
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"8th month"	"08"	3472
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"9th month"	"09"	1766
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"10th month"	"10"	223
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"Unknown or Not Stated"	"99"	6632
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"Not Reported"	"98"	85543
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"No prenatal care"	"00"	4151
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"1st month"	"01"	7713
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"2nd month"	"02"	65573
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"3rd month"	"03"	83397
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"4th month"	"04"	25021
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"5th month"	"05"	11238
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"6th month"	"06"	6789
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"7th month"	"07"	4715
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"8th month"	"08"	3482
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"9th month"	"09"	1796
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"10th month"	"10"	233
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"Unknown or Not Stated"	"99"	7176
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"Not Reported"	"98"	86441
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"No prenatal care"	"00"	4247
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"1st month"	"01"	7363
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"2nd month"	"02"	64545
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"3rd month"	"03"	84308
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"4th month"	"04"	25550
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"5th month"	"05"	11092
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"6th month"	"06"	6511
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"7th month"	"07"	4637
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"8th month"	"08"	3578
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"9th month"	"09"	1791
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"10th month"	"10"	194
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"Unknown or Not Stated"	"99"	5936
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"Not Reported"	"98"	85600
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"No prenatal care"	"00"	6193
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"1st month"	"01"	18519
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"2nd month"	"02"	117028
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"3rd month"	"03"	92885
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"4th month"	"04"	30220
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"5th month"	"05"	14719
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"6th month"	"06"	8820
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"7th month"	"07"	6742
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"8th month"	"08"	5055
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"9th month"	"09"	2151
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"10th month"	"10"	41
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"Unknown or Not Stated"	"99"	6415
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"Not Reported"	"98"	0
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"No prenatal care"	"00"	7131
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"1st month"	"01"	16759
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"2nd month"	"02"	119313
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"3rd month"	"03"	93722
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"4th month"	"04"	29042
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"5th month"	"05"	13804
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"6th month"	"06"	8359
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"7th month"	"07"	6628
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"8th month"	"08"	4978
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"9th month"	"09"	1955
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"10th month"	"10"	31
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"Unknown or Not Stated"	"99"	6277
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"Not Reported"	"98"	0
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"No prenatal care"	"00"	6053
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"1st month"	"01"	14430
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"2nd month"	"02"	118288
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"3rd month"	"03"	93749
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"4th month"	"04"	28633
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"5th month"	"05"	13800
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"6th month"	"06"	8655
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"7th month"	"07"	6914
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"8th month"	"08"	5354
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"9th month"	"09"	2286
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"10th month"	"10"	31
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"Unknown or Not Stated"	"99"	6506
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"Not Reported"	"98"	0
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"No prenatal care"	"00"	6827
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"1st month"	"01"	13989
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"2nd month"	"02"	116262
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"3rd month"	"03"	90628
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"4th month"	"04"	26427
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"5th month"	"05"	12876
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"6th month"	"06"	8098
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"7th month"	"07"	6419
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"8th month"	"08"	5038
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"9th month"	"09"	2102
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"10th month"	"10"	39
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"Unknown or Not Stated"	"99"	6540
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"Not Reported"	"98"	0
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"No prenatal care"	"00"	6934
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"1st month"	"01"	13459
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"2nd month"	"02"	115160
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"3rd month"	"03"	88598
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"4th month"	"04"	25486
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"5th month"	"05"	12545
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"6th month"	"06"	7764
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"7th month"	"07"	6619
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"8th month"	"08"	5042
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"9th month"	"09"	2189
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"10th month"	"10"	45
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"Unknown or Not Stated"	"99"	5175
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"Not Reported"	"98"	0
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"No prenatal care"	"00"	7110
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"1st month"	"01"	13185
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"2nd month"	"02"	115047
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"3rd month"	"03"	86674
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"4th month"	"04"	24297
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"5th month"	"05"	12102
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"6th month"	"06"	7722
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"7th month"	"07"	6461
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"8th month"	"08"	5200
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"9th month"	"09"	2377
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"10th month"	"10"	34
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"Unknown or Not Stated"	"99"	6600
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"Not Reported"	"98"	0
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"No prenatal care"	"00"	6023
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"1st month"	"01"	12078
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"2nd month"	"02"	110609
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"3rd month"	"03"	87541
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"4th month"	"04"	23906
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"5th month"	"05"	11685
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"6th month"	"06"	7242
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"7th month"	"07"	6041
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"8th month"	"08"	4822
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"9th month"	"09"	2400
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"10th month"	"10"	41
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Unknown or Not Stated"	"99"	5763
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Not Reported"	"98"	0
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"No prenatal care"	"00"	5944
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"1st month"	"01"	13660
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"2nd month"	"02"	115806
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"3rd month"	"03"	89971
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"4th month"	"04"	22869
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"5th month"	"05"	10652
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"6th month"	"06"	6805
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"7th month"	"07"	5971
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"8th month"	"08"	4409
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"9th month"	"09"	2041
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"10th month"	"10"	26
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Unknown or Not Stated"	"99"	4395
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Not Reported"	"98"	0
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"No prenatal care"	"00"	6193
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"1st month"	"01"	12888
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"2nd month"	"02"	109388
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"3rd month"	"03"	91195
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"4th month"	"04"	24183
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"5th month"	"05"	11428
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"6th month"	"06"	7161
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"7th month"	"07"	6189
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"8th month"	"08"	4845
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"9th month"	"09"	2066
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"10th month"	"10"	20
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"Unknown or Not Stated"	"99"	5564
	"Division 8: Mountain"	"CENS-D8"	"2022"	"2022"	"Not Reported"	"98"	0
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"No prenatal care"	"00"	6172
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"1st month"	"01"	11613
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"2nd month"	"02"	102751
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"3rd month"	"03"	94129
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"4th month"	"04"	25004
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"5th month"	"05"	11521
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"6th month"	"06"	7539
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"7th month"	"07"	6349
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"8th month"	"08"	4904
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"9th month"	"09"	2247
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"10th month"	"10"	31
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"Unknown or Not Stated"	"99"	4559
	"Division 8: Mountain"	"CENS-D8"	"2023"	"2023"	"Not Reported"	"98"	0
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"No prenatal care"	"00"	3768
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"1st month"	"01"	56412
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"2nd month"	"02"	247393
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"3rd month"	"03"	195830
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"4th month"	"04"	57596
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"5th month"	"05"	26673
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"6th month"	"06"	15495
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"7th month"	"07"	9700
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"8th month"	"08"	6796
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"9th month"	"09"	3188
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"10th month"	"10"	393
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Unknown or Not Stated"	"99"	19033
	"Division 9: Pacific"	"CENS-D9"	"2010"	"2010"	"Not Reported"	"98"	30459
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"No prenatal care"	"00"	3819
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"1st month"	"01"	53008
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"2nd month"	"02"	247625
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"3rd month"	"03"	195261
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"4th month"	"04"	55956
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"5th month"	"05"	25850
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"6th month"	"06"	15003
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"7th month"	"07"	9658
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"8th month"	"08"	6766
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"9th month"	"09"	3313
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"10th month"	"10"	401
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"Unknown or Not Stated"	"99"	17591
	"Division 9: Pacific"	"CENS-D9"	"2011"	"2011"	"Not Reported"	"98"	30412
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"No prenatal care"	"00"	3639
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"1st month"	"01"	50927
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"2nd month"	"02"	253018
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"3rd month"	"03"	195766
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"4th month"	"04"	54367
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"5th month"	"05"	25410
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"6th month"	"06"	14893
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"7th month"	"07"	9528
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"8th month"	"08"	6898
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"9th month"	"09"	3433
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"10th month"	"10"	393
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"Unknown or Not Stated"	"99"	18013
	"Division 9: Pacific"	"CENS-D9"	"2012"	"2012"	"Not Reported"	"98"	30167
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"No prenatal care"	"00"	4064
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"1st month"	"01"	50346
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"2nd month"	"02"	259861
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"3rd month"	"03"	193640
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"4th month"	"04"	52715
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"5th month"	"05"	25224
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"6th month"	"06"	14798
